3.4 Aquatic Ecosystems ,,,,,,,Workshop participants:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Problem native spp. (specify):,kangaroos,Problem native spp. (specify):,kangaroos,"Chironomid midges, at times a major nuisance to Wanneroo residents, are controlled with Gray bate.  The unprotected far south end, which is especially important for waterbirds, has become increasingly alienated. ",,,,i) Threatened taxa recovery plan,Threatened Species: Freckled Duck Stictonetta naevosa,iii) Invasive alien species (animal predators) ,Feral and domestic cats,xviii) Other,Swan Coastal Plain Lakes Environmental Protection Policy 1992,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water abstraction (specify user):,groundwatr for urban use,Lake Goollelal dried out ,,,,"vi) Special value species management plan (specify, e.g. non-threatened species)",Migration Stop-over: Eight migrant shorebirds recorded,iv) Invasive alien species (animal herbivores) ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),"Bulrush Typha orientalis, Arum Lily Zantedeschia aethiopica",,,,,,,x) Surface water control,Urban stormwater,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,"foxes, cats",,,,,,,xi) Ground water extraction control,Gnangara Mound - urban,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS omnivores (specify):,ducks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Yanchep,Joondalup Lake (DIWA WA081),Lake Joondalup,"115.787005072, -31.7469786247",7954,,Basin,,Lacustrine,Lake,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,,Karakin Lakes (WA082),,"115.479053408, -31.067558416",,,,Surface water,Lacustrine,"DIWA description B10
DIWA Criteria 2",,,,,,,,,,,,,,,,,,,Fair ,Fair ,Quantitative unpublished data and expert opinion,Static,Quantitative unpublished data and expert opinion,Conservation,,,Water abstraction (specify user):,agricultural,probably maintains suitable habitat for shorebirds,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,,vi) Habitat restoration,Revegetation of buffer zone,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,,,"Migration Stop-over: Six migrant shorebirds occur, only Sharp-tailed Sandpiper Calidris acuminata in substantial numbers",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (agriculture),nutrients - eutophication,,Other (state details):,waterbird monitoring ,,"vi) Special value species management plan (specify, e.g. non-threatened species)",Migratory birds,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS herbivores (specify):,Degradation of wetland vegetation by overgrazing (but probably maintains suitable habitat for shorebirds). ,,Other (state details):,water quality monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overgrazing ,Degradation of wetland vegetation by overgrazing (but probably maintains suitable habitat for shorebirds). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Not Assessed,Karakin Lakes (DIWA WA082),Karakin Lakes,"115.48364118, -31.0549083865",354,,Basin,,Lacustrine,Sumpland,5,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Not Assessed,Karakin Lakes (DIWA WA082),Karakin Lakes,"115.476652765, -31.078950476",357,,Basin,,Lacustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,,Lake McLarty System (WA083),,"115.712663096, -32.69715155",,,,Surface water,"Lacustrine 99.95%
Floodplain 0.05%","DIWA description B12, B13
DIWA Criteria 1, 2, 3, 4, 6",,,,,,,,,,,,,,,,,,,Good ,Good ,Quantitative unpublished data and expert opinion,Static,Quantitative unpublished data and expert opinion,"Conservation 99.95%
Multiple Use 0.05%",Pollution (agriculture),nutrients - eutophication,Pollution (agriculture),nutrients - eutophication,"Other important issues are management of inflow via drains and possible management of sedgeland (to maintain shorebird habitat) by controlled grazing, at Lakes McLarty and Mealup.",Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,Ecological Character Description Peel-Harvey Estuary and the Yalgorup Lakes Ramsar?,i) Fire management for biodiversity,,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,i) Additional awareness raising and education (specify);,"Viewing points with interpretive displays could be established at Carraburmup Swamp, for education on colonially breeding waterbirds.","Includes Lake Mealup, Robert Bay Swamp"" and ""Carraburmup (=Carrabungup)",,,,,,,,,,,,,,,,,,
,,,See Above Ramsar Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increasing ,All of Lake Mealup is improving,,IAS predators (specify):,foxes ,IAS predators (specify):,foxes ,,,,,"vi) Special value species management plan (specify, e.g. non-threatened species)",Migratory Birds,ii) Invasive alien species (plants),Typha orientalis; arum lily Zantedeschia aethiopica,Other Regulation,Environmental Protection (Peel-Harvey Estuary) Policy); Swan Coastal Plain Lakes Environmental Protection Policy 1992),i) Additional awareness raising and education (specify);,Bird hide at Lake Mealup – Lake Mealup Preservation Society,"Migration stop-over area for shorebirds, notably Long-toed Stint Calidris subminuta and Pectoral Sandpiper C. Melanotos",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),"Watsonia, Bulrush Typha orientalis, (Mclarty),Bulrush Typha orientalis, Arum Lily Zantedeschia aethiopica (Mealup)",IAS plants (weeds),"Watsonia, Bulrush Typha orientalis, (Mclarty),Bulrush Typha orientalis, Arum Lily Zantedeschia aethiopica (Mealup)",,Other (state details):,waterbird monitoring ,,,,x) Surface water control,"Lake McLarty, Lake Mealup, Robert Bay",i) Habitat protection through formal reservation,Acquisition of eastern side,,,"Extension of the Ramsar site boundaries has been proposed (Jaensch and Watkins 1999, Government of Western Australia 2000)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acidification,Lake Mealup (Acid Sulfate Soil exposure) ,Acidification,Lake Mealup (Acid Sulfate Soil exposure) ,,,,,,,xi) Ground water extraction control,,xv) Incentives – Monetary,Healthy Wetland Habitats Voluntary Management Agreement (funding),,,Lake McLarty and Mealup Lake are included on the Register of the National Estate.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livestock farming,Cattle grazing ,Overgrazing ,Overgrazing-Cattle grazing at Lake McLarty,,,,,,,"x) Surface water control, x) Surface water control",management of inflow via drains,iv) Habitat/species management through informal mechanisms,Lake Mealup Preservation Society registered with DEC Land for Wildlife and Healthy Wetland Habitats Off-reserve conservation programs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overgrazing ,Cattle grazing at Lake McLarty(potential not considered as management option but is a potential threat and written in the management plan,Urban development ,"small rural holdings, mall housing area to be established adjacent Lake McLarty",,,,,,,xiv) Other,"management of sedgeland (to maintain shorebird habitat) by controlled grazing, at Lakes McLarty and Mealup.",ii) Habitat protection through other statutory mechanisms,Lake Mealup Preservation Society Nature Conservation Covenant,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water abstraction (specify user):,small rural holdings,,,,,,,,,ii) Habitat protection through other statutory mechanisms,"Extension of the Ramsar site boundaries has been proposed (Jaensch and Watkins 1999, Government of Western Australia 2000)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire regime (intensity, frequency, seasonality, scale)",too frequent wildfire (in wetland forest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,MIDWEST,,Lake Thetis (WA084),,115.0806462 -30.50638029,,,,Surface water,Palustrine,"DIWA description B7
DIWA Criteria 1, 6",,,,,,,,,,,,,,,,,,,Degraded,Degraded,Quantitative unpublished data and expert opinion,Decreasing,Quantitative unpublished data and expert opinion,Conservation ,Industrial development,Commercial and industrial areas,Climate change (long-term reduced rainfall),,,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,,xii) Control access,Fence maintenance for vehicle access restriction,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,i) Additional awareness raising and education (specify);,There is potential for education about the stromatolites and microbial communities.,Changed threats?,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,Urban development ,Urban and housing development,Water abstraction (specify user):,,,,,,ii) Threatened ecological community recovery plan,Interim Recovery Plan,,,,,,,TEC - benthic microbial communities (mats) and stromatolites,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreational activities,Human intrusion and  disturbance (crushing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS omnivores (specify):,Bream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (industrial),increased runoff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (household),increased runoff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sedimentation/deposition (specify user):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,,Loch McNess System (WA085),,"115.67479509, -31.532328591",,,Basin,Surface water,Lacustrine ,"DIWA description B5, B9, B15, B14, B19
DIWA Criteria 1, 3, 6 ",,,,,,,,,,,,,,,,,,,Fair ,Fair ,Quantitative unpublished data and expert opinion,Decreasing,Quantitative unpublished data and expert opinion,Conservation ,Water abstraction (specify user):,groundwater,Water abstraction (specify user):,"continued pumping for perth drinking water, golf courses, horticultural, caves(not pumping water any more)",,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,Review Management Plan for the Park for 1989-99 (CALM Management Plan #14),i) Fire management for biodiversity,Too frequent fires,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,ii) Formal education (specify);,The site has been used for some years for teaching by the Botany Department of the University of WA,Threatened Species: Freckled Duck Stictonetta naevosa (Sr) have been recorded; two species listed under treaties,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreational activities,,Climate change (long-term reduced rainfall),,,,,,,,ii) Invasive alien species (plants),,i) Habitat protection through formal reservation,Yanchep National Park,,,Yanchep National Park is included on the Register of the National Estate,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire regime (intensity, frequency, seasonality, scale)","too frequent wildfires. In the past, the lake margins were frequently burnt to improve recreational access to the water and restrict the spread of sedges.",,,,,,,,,xi) Ground water extraction control,Gnangara Mound - urban,xviii) Other,Swan Coastal Plain Lakes Environmental Protection Policy 1992,,,Indigenous Mythological site,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate change (long-term reduced rainfall),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban development ,Parts of the south basin were dredged in the 1930s and a causeway was constructed across the lake; lake edges have been modified in the south basin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS omnivores (specify):,rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Loch McNess System (WA085) Cave System,,"115.67479509, -31.532328591",,,Cave System,Subterranean,,"DIWA description B5, B9, B15, B14, B19
DIWA Criteria 1, 3, 6 ",,,,,,,,,,,,,,,,,,,Degraded,Degraded,Quantitative unpublished data and expert opinion,Decreasing,Quantitative unpublished data and expert opinion,,Climate change (long-term reduced rainfall),reduced groundwater recharge,Climate change (long-term reduced rainfall),reduced groundwater recharge,"Includes wetlands in nearby caves, e.g. Melaleuca, Crystal, White Grotto caves",Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,Review Management Plan for the Park for 1989-99 (CALM Management Plan #14),xi) Ground water extraction control,Gnangara Mound - urban,,,i) Additional awareness raising and education (specify);,Tourism - some caves are visited (guided tours) by large numbers of the public,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water abstraction (specify user):,groundwater,Water abstraction (specify user):,caves(not pumping water any more),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Yanchep,Loch McNess System (DIWA WA085),Loch McNess,"115.676206342, -31.5336950922",8010,,Basin,,Lacustrine,Lake,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SOUTH WEST,,McCarleys Swamp (Ludlow Swamp) (WA086),,"115.504089894, -33.591880546",,,,Surface water,"Floodplain 54.03%
Lacustrine 45.22%
Palustrine 0.75%","DIWA description B14
DIWA Criteria 1, 2, 3, 6",,,,,,,,,,,,,,,,,,,Good ,Good ,Quantitative unpublished data and expert opinion,Static,Quantitative unpublished data and expert opinion,"Conservation 52.76%
Multiple Use 46.48%
Not Assessed 0.74%",Pollution (industrial),"Seepage of water from adjacent, artificial perched lakes that receive effluent from processing of mineral sands",Pollution (industrial),"Seepage of water from adjacent, artificial perched lakes that receive effluent from processing of mineral sands",Deaths of paperbarks may create a more exposed environment less suitable for bird habitat.,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,,ii) Invasive alien species (plants),Arum Lily Zantedeschia aethiopica,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,i) Additional awareness raising and education (specify);,Private land – potential for ecotourism chalets (development approval granted to landholder).,Priority Ecological Community – Wooded Waterbirds Wetlands,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waterlogging,Excessive inundation causing deaths of many paperbarks ,Waterlogging,Excessive inundation causing deaths of many paperbarks ,,Other (state details):,waterbird monitoring ,,,,iii) Invasive alien species (animal predators) ,"Foxes, cats",xviii) Other,Swan Coastal Plain Lakes Environmental Protection Policy 1992,,,See Healthy Wetland Habitats site assessment,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water quality ,Eutrophication (partly due to input of excreta from waterbirds),Water quality ,Eutrophication (partly due to input of excreta from waterbirds),,,,,,,iv) Invasive alien species (animal herbivores) ,Cattle,iv) Habitat/species management through informal mechanisms,Registered with DEC Land for Wildlife and Healthy Wetland Habitats Off-reserve conservation programs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),Arum Lily Zantedeschia aethiopica) invasion ,IAS plants (weeds),Arum Lily Zantedeschia aethiopica) invasion ,,,,,,,x) Surface water control,Adjacent artificial perched lakes that receive effluent from processing of mineral sands,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (agriculture),"Surrounded by rural properties, herbicides and fertiliser contamination",Pollution (agriculture),"Surrounded by rural properties, herbicides and fertiliser contamination",,,,,,,xi) Ground water extraction control,Adjacent artificial perched lakes that receive effluent from processing of mineral sands,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal activity (specify):,Trespassers entring property and shooting waterbirds or feral animals,Illegal activity (specify):,Trespassers entring property and shooting waterbirds or feral animals,,,,,,,xii) Control access,Trespassers shooting waterbirds,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS herbivores (specify):,"Cattle breaching boundary fence, trampling and grazing on native species",IAS herbivores (specify):,"Cattle breaching boundary fence, trampling and grazing on native species",,,,,,,vi) Habitat restoration,Revegetation of buffer,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livestock farming,adjacent landholder and on paddock adjacent to McCarley's,Livestock farming,adjacent landholder and on paddock adjacent to McCarley's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SOUTH WEST,Capel,McCarleys Swamp (Ludlow Swamp) (DIWA WA086),unknown,"115.501819185, -33.5932894068",368,,Basin,,Lacustrine,Sumpland,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SOUTH WEST,Capel,McCarleys Swamp (Ludlow Swamp) (DIWA WA086),unknown,"115.50314323, -33.5950912581",15863,,Flat,,Floodplain,Palusplain,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,,Peel-Harvey Estuary (WA087),,"115.746551506, -32.695599269",,,,Surface water,"Estuarine 47%
Floodplain 44.49%
Lacustrine 4.33%
Palustrine 4.18%","DIWA description A6, A7, A8
DIWA Criteria 1, 2, 3, 4, 5, 6",,,,,,,,,,,,,,,,,,,Fair ,Fair ,Quantitative unpublished data and expert opinion,Decreasing,Quantitative unpublished data and expert opinion,"Conservation 57.97%
Resource Enhancement 1.66%
Multiple Use 40.35%
Not Assessed 0.02%",Urban development ,urban and canal development,Urban development ,"Developments near shoreline, marinas, increasing disturbance, possible adverse impacts of Dawesville Channel.","Since the opening, tidal flushing of both estuaries salinity has increased, resulting in marine salinites for much of the year. Impacts on fringing vegetation appears to be declining in response to increased salinity and tidal amplitude (Lane et al. 1997).",Other (state details):,Chlorophyll a,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,Ramsar ECD?,vi) Habitat restoration,,x) Regulation - Native vegetation clearing (DEC/DMP),Environmentally Sensitive Area,ii) Formal education (specify);,"The site is ideally located for education of students, residents and tourists on estuarine ecosystems.",The nature reserves are included on the Register of the National Estate.,,,,,,,,,,,,,,,,,,
,,,See Ramsar Entry Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salinity (specify user):,Changed hydrology- artificial outlet to the sea,,,,Other (state details):,Waterbirds,,iv) Wetland management plan,Sub-catchment MPs,vii) Landscape-scale restoration,,i) Habitat protection through formal reservation,"Nature Reserves 2990, 23756, 24739, 2738, 2707, 2436 and 4990 and Yunderup National Park; Nature Reserve 28087",i) Additional awareness raising and education (specify);,"Major destination for tourists and residents engaging in fishing, prawning, crabbing, boating, water sports and nature study",Several registered Aboriginal sites,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishing,Over fishing,,,,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,Groundwater (lakes),,"vi) Special value species management plan (specify, e.g. non-threatened species)","Principal migration stop-over area and (arguably) the principal drought refuge area for waterbirds, in south-western Australia; 34 species listed under treaties.",x) Surface water control,,i) Habitat protection through formal reservation,A government planning committee is working on the details of establishing a regional park over the site.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreational activities,Boating ,,,,QTP i) Quantifying threatening processes – landscapes,"Water quality (lakes, rivers) - Nutrients in Rivers, Lake Clifton TN, TP",,ii) Threatened ecological community recovery plan,Lake Clifton Thrombolites,xi) Ground water extraction control,,Other Regulation,Environmental Protection (Peel-Harvey Estuary) Policy); Swan Coastal Plain Lakes Environmental Protection Policy 1992),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dredging (specify user):,"canal development, marina, modification of tidal flats",,,,MA ii) Mitigating threatening processes – landscapes,"Nutrients, algae, fisheries, hydrology and estuary management",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sedimentation/deposition (specify user):,,,,,BS i) Regional vegetation mapping,"Map  and survey marsh vegetation, paperbark, littoral vegetation, aquatic plants (lakes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,Fish Gambusia  Holbrooki,,,,"BS v) Occurrences and boundaries of threatened species, TECs or PECs",Thrombolites,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (household),,,,,BS vi) Small-scale survey of local endemics ,"Charophytes at Lake Pollard, Cladophora on thrombolites? marsh vegetation, paperbark, littoral vegetation, aquatic plants (lakes)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (agriculture),"nutrient run off, eutrophication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (transport),boating ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,See Above Ramsar Info (DIWA only mapped polygons below),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Peel-Harvey Estuary,Peel-Harvey Estuary (DIWA WA087),unknown,"115.726418587, -32.66839711",2989,,Basin,,Palustrine,Dampland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.726418587, -32.66839711",2989,,Basin,,Palustrine,Dampland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.733132867, -32.6493923386",2995,,Basin,,Lacustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.719398612, -32.6516082324",3003,,Basin,,Lacustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.736882147, -32.6645275479",3109,,Basin,,Palustrine,Sumpland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.737835067, -32.6663761861",3110,,Basin,,Palustrine,Sumpland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.736434777, -32.6657911489",3111,,Basin,,Palustrine,Dampland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.735299715, -32.6669927175",3112,,Basin,,Palustrine,Dampland,4,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.744069079, -32.648357824",3117,,Basin,,Estuarine,Estuary-Peripheral,7,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.735234972, -32.6550762078",3118,,Basin,,Palustrine,Sumpland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Peel-Harvey Estuary (DIWA WA087),unknown,"115.736739014, -32.6610482874",3119,,Basin,,Lacustrine,Sumpland,3,,,,,,,,,,,,,,,,,,,,,,,Multiple Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
